catchment,water_body,description
Lai Châu,Nậm Lùm,"Nậm Lùm là một phụ lưu của Nậm So trong lưu vực sông Đà, chảy ở huyện Phong Thổ tỉnh Lai Châu, Việt Nam."
Lai Châu,Nậm Ma (Mường Tè),"Nậm Ma, có văn liệu viết là nậm Mạ, là phụ lưu cấp 1 của sông Đà chảy ở tỉnh Điện Biên và Lai Châu, Việt Nam."
Lai Châu,Nậm Na,"Nậm Na là một phụ lưu cấp 1 của sông Đà, Việt Nam."
Lai Châu,Nậm Nho,"Nậm Nho hay Nậm Nhọ là một suối chảy ở huyện Mường Tè tỉnh Lai Châu, Việt Nam."
Lai Châu,Nậm Pồ (sông),"Nậm Pồ là một phụ lưu của sông Đà chảy ở huyện Nậm Pồ tỉnh Điện Biên và huyện Nậm Nhùn, tỉnh Lai Châu."
Lai Châu,Nậm Sì Lường,"Nậm Sì Lường hay Nậm Xí Lùng là một suối chảy ở huyện Mường Tè tỉnh Lai Châu, Việt Nam."
Lai Châu,Nậm So,"Nậm So là một phụ lưu của Nậm Na trong lưu vực sông Đà, chảy ở huyện Phong Thổ và Tam Đường, tỉnh Lai Châu, Việt Nam."
Lai Châu,Nậm Phát,"Nậm Phát là một con sông đổ ra Nậm Chi. Sông có chiều dài 21 km và diện tích lưu vực là 37 km². Nậm Phát chảy qua các tỉnh Sơn La, Lai Châu."
Lai Châu,Suối Pa Ma,"Suối Pa Ma hay huổi Pa Ma là một con suối đổ ra Nậm Ma. Suối Pa Ma chảy ở xã Chung Chải huyện Mường Nhé, tỉnh Điện Biên, Việt Nam."
Lai Châu,Nậm Sỏ (sông),"Nậm Sỏ là một phụ lưu của Nậm Mu trong lưu vục sông Đà. Sông có chiều dài 40 km và diện tích lưu vực là 294 km². Nậm Sỏ chảy ở huyện Tân Uyên, Lai Châu, Việt Nam."
Lai Châu,Nậm Than,Nậm Than là một phụ lưu của Nậm Mít trong mạng lưới sông Đà. Sông có chiều dài 26 km và diện tích lưu vực là 121 km².
Lai Châu,Nậm Tần,"Nậm Tần là dòng sông chảy ở huyện Sìn Hồ tỉnh Lai Châu, Việt Nam."
Lai Châu,Nậm Xe (sông),"Nậm Xe là một con sông trong lưu vực Sông Đà, chảy ở xã Nậm Xe và Sin Suối Hồ huyện Phong Thổ tỉnh Lai Châu, Việt Nam."
Lạng Sơn,Sông Bản Thín,"Sông Bản Thín hay sông Ba Thín là phụ lưu của sông Kỳ Cùng, chảy ở tỉnh Lạng Sơn, Việt Nam."
Lạng Sơn,Sông Bắc Khê,"Sông Bắc Khê là một chi lưu nhỏ của sông Kỳ Cùng, bắt nguồn từ vùng giáp ranh hai tỉnh Cao Bằng, Lạng Sơn và chảy qua Thất Khê, huyện lị huyện Tràng Định (Lạng Sơn) rồi đổ vào sông Kỳ Cùng. Sông Bắc Khê có độ dài 54 km, diện tích lưu vực 801 km²"
Lạng Sơn,Bắc Giang (sông Việt Nam),Sông Bắc Giang là một phụ lưu của sông Kỳ Cùng.
Lạng Sơn,Sông Bậu,"Sông Bậu là một con sông đổ ra Sông Trung. Sông có chiều dài 36 km và diện tích lưu vực là 495 km². Sông Bậu chảy qua các tỉnh Thái Nguyên, Lạng Sơn."
Lạng Sơn,Suối Cầm,"Suối Cầm là một con suối đổ ra Sông Đinh Đèn. Suối có chiều dài 35 km và diện tích lưu vực là 207 km². Suối Cầm chảy qua các tỉnh Bắc Giang, Lạng Sơn."
Lạng Sơn,Sông Đinh Đèn,"Sông Đinh Đèn là một con sông đổ ra Sông Lục Nam. Sông có chiều dài 99 km và diện tích lưu vực là 714 km². Sông Đinh Đèn chảy qua các tỉnh Bắc Giang, Lạng Sơn."
Lạng Sơn,Sông Hóa (Lạng Sơn – Bắc Giang),"Sông Hóa là phụ lưu cấp 1 của Sông Thương, chảy ở các tỉnh Bắc Giang, Lạng Sơn. Sông có chiều dài 47 km và diện tích lưu vực là 382 km²."
Lạng Sơn,Khuổi Ỏ,"Khuổi Ỏ là một con sông đổ ra Sông Bắc Khê. Sông có chiều dài 24 km và diện tích lưu vực là 88 km². Khuổi Ỏ chảy qua các tỉnh Cao Bằng, Lạng Sơn."
Lạng Sơn,Sông Kỳ Cùng,Sông Kỳ Cùng là con sông chính của tỉnh Lạng Sơn và là phụ lưu tận cùng cực nam của hệ thống sông Tây Giang (Trung Quốc).
Lạng Sơn,Suối Làng Nõn,Suối Làng Nõn (tên khác: Suối Mỏ) là một con suối đổ ra Sông Đinh Đèn. Suối có chiều dài 33 km và diện tích lưu vực là 137 km². Suối Làng Nõn chảy qua các tỉnh.
Lạng Sơn,Sông Lục Nam,"Sông Lục Nam (còn gọi là sông Lục, sông Minh Đức hay sông Chũ ) là một phụ lưu của sông Thương, chảy qua hai tỉnh Lạng Sơn và Bắc Giang, Việt Nam."
Lạng Sơn,Suối Mỏ Hương,"Suối Mỏ Hương là một con suối đổ ra Sông Sỏi. Suối có chiều dài 11 km và diện tích lưu vực là 28 km². Suối Mỏ Hương chảy qua các tỉnh Bắc Giang, Lạng Sơn."
Lạng Sơn,Sông Nà Căng,"Sông Nà Căng là dòng thượng nguồn hợp thành của sông Bản Thín, chảy từ tỉnh Quảng Tây Trung Quốc vào huyện Lộc Bình tỉnh Lạng Sơn, Việt Nam."
Lạng Sơn,Sông Phố Cũ,"Sông Phố Cũ là một con sông đổ ra Sông Tiên Yên. Sông có chiều dài 57 km và diện tích lưu vực là 415 km². Sông Phố Cũ chảy qua các tỉnh Lạng Sơn, Quảng Ninh."
Lạng Sơn,Suối Khe Lan,"Khe Lan là một con suối đổ ra Sông Ba Chẽ. Sông có chiều dài 27 km và diện tích lưu vực là 107 km². Khe Lan chảy qua các tỉnh Lạng Sơn, Quảng Ninh."
Lạng Sơn,Suối Khe Nháng,"Khe Nháng là một con suối đổ ra Sông Ba Chẽ. Sông có chiều dài 17 km và diện tích lưu vực là 34 km². Khe Nháng chảy qua các tỉnh Lạng Sơn, Quảng Ninh."
Lạng Sơn,Sông Trung,"Sông Trung hay sông Rong là phụ lưu của Sông Thương. Sông Trung chảy qua các tỉnh Thái Nguyên, Lạng Sơn."
Lạng Sơn,Suối Thả Cao,"Suối Thả Cao là một con suối chảy qua các tỉnh Cao Bằng và Lạng Sơn, Việt Nam."
Lạng Sơn,Sông Thương,"Sông Thương hay sông Nhật Đức (xưa còn gọi là sông Nam Bình, sông Lạng Giang, sông Long Nhỡn) là một phụ lưu của sông Thái Bình, là một sông lớn chảy qua các tỉnh Lạng Sơn, Bắc Giang, Hải Dương."
Lạng Sơn,Suối Vực Ngườm,Suối Vực Ngườm (tên khác: Suối Cấm Thù) là một con suối đổ ra Sông Hóa.
Lào Cai,Sông Bắc Cuông,"Sông Bắc Cuông là một con sông đổ ra Sông Chảy. Sông có chiều dài 35 km và diện tích lưu vực là 216 km². Sông Bắc Cuông chảy qua các tỉnh Lào Cai, Hà Giang."
Lào Cai,Suối Bản Ngô,"Suối Bản Ngô là một con suối đổ ra Nậm Dần. Suối có chiều dài 12 km và diện tích lưu vực là 66 km². Suối Bản Ngô chảy qua các tỉnh Lào Cai, Hà Giang."
Lào Cai,Sông Bá Kết,"Sông Bá Kết hay sông Pạc Chí Hồ là một sông trong lưu vực Nậm Thi thuộc Hệ thống sông Hồng, chảy ở huyện Mường Khương tỉnh Lào Cai, Việt Nam."
Lào Cai,Ngòi Bo,"Ngòi Bo là một phụ lưu cấp 1 của sông Hồng chảy qua thị xã Sa Pa, xã Tòng Sành của huyện Bát Xát, thành phố Lào Cai và Bảo Thắng, tỉnh Lào Cai, Việt Nam."
Lào Cai,Sông Chảy,"Sông Chảy là một con sông tại miền Bắc Việt Nam. Sông bắt nguồn từ sườn tây nam đỉnh Tây Côn Lĩnh (2.419 m) và sườn đông bắc đỉnh Chiêu Lầu Thi (2402 m) trên khối núi thượng nguồn sông Chảy, phía tây bắc tỉnh Hà Giang, vượt qua các tỉnh Lào Cai, Yên Bái rồi chảy vào sông Lô ở Đoan Hùng, tỉnh Phú Thọ."
Lào Cai,Ngòi Đum,"Ngòi Đum là phụ lưu cấp 1 của sông Hồng chảy ở tỉnh Lào Cai, Việt Nam."
Lào Cai,Ngòi Đường,"Ngòi Đường là một phụ lưu cấp 1 của sông Hồng chảy qua thành phố Lào Cai tỉnh Lào Cai, Việt Nam."
Lào Cai,Huổi Hô,"Huổi Hô là một dòng suối đổ ra Nậm Dê. Huổi Hô chảy ở huyện Tam Đường tỉnh Lai Châu, Việt Nam."
Lào Cai,Sông Hồng,"Sông Hồng (hay Hồng Hà, còn có các tên gọi khác là sông Cái, sông Cả, sông Thao, Nhị Hà, Nhĩ Hà ) là con sông có tổng chiều dài là 1.149 km bắt nguồn từ Vân Nam, Trung Quốc chảy qua miền Bắc Việt Nam và đổ ra vịnh Bắc Bộ, trên đất Việt Nam dài 556 km. Đây là dòng sông quan trọng của nền văn hóa lúa nước Việt Nam."
Lào Cai,Sông Kiêng,"Sông Kiêng là một con sông đổ ra Sông Chảy. Sông có chiều dài 18 km và diện tích lưu vực là 49 km². Sông Kiêng chảy qua các tỉnh Yên Bái, Lào Cai."
Lào Cai,Nậm Khắt (Văn Bàn),"Nậm Khắt là dòng suối trong hệ thống sông Hồng, chảy ở huyện Văn Bàn tỉnh Lào Cai, Việt Nam."
Lào Cai,Nậm Lăng,"Nậm Lăng là một con sông đổ ra Sông Bắc Cuông. Nậm Lăng chảy qua các tỉnh Lào Cai và Hà Giang, Việt Nam. Sông có chiều dài 12 km và diện tích lưu vực là 39 km²."
Lào Cai,Sông Lũng Pô,"Sông Lũng Pô (龙脖河) tên Việt cổ gọi là Long Bồ/Bò (滝𤙭), là phụ lưu cấp 1 của sông Thao, chảy qua các tỉnh Lai Châu và Lào Cai, Việt Nam."
Lào Cai,Nậm Chảy (suối),"Nậm Chảy là một suối trong lưu vực Nậm Thi trong Hệ thống sông Hồng, chảy ở huyện Mường Khương tỉnh Lào Cai, Việt Nam."
Lào Cai,Nậm Chăn,"Nậm Chăn, sông Minh Lương hay suối Chăn, nhiều văn liệu viết là sông Nậm Chăn, là đoạn thượng nguồn đổ vào ngòi Nhù, một phụ lưu cấp 1 của sông Hồng chảy ở huyện Văn Bàn tỉnh Lào Cai, Việt Nam."
Lào Cai,Nậm Lúc (Bắc Hà),"Nậm Lúc là phụ lưu của Sông Chảy, chảy ở huyện Bắc Hà tỉnh Lào Cai, Việt Nam."
Lào Cai,Nậm Phàng,"Nậm Phàng là phụ lưu ở bờ trái sông Chảy, chảy ở huyện Bắc Hà tỉnh Lào Cai, Việt Nam."
Lào Cai,Nậm Thi,"Sông Nậm Thi trước đây còn gọi là ""sông Ngâu"" hay ""sông Ngưu"", tại Trung Quốc gọi là sông Nam Khê ( tiếng Trung : 南溪河 ; bính âm : Nánxī hé, Hán Việt : Nam Khê hà ) là một dòng sông bắt nguồn tại Vân Nam, Trung Quốc và tạo thành một đoạn biên giới tự nhiên giữa hai nước Trung Quốc-Việt Nam trước khi hợp lưu với sông Hồng tại cặp cửa khẩu quốc tế Lào Cai-Hà Khẩu."
Lào Cai,Ngòi Bùn,"Ngòi Bùn là một con sông đổ ra Sông Thao. Sông có chiều dài 12 km và diện tích lưu vực là 26 km². Ngòi Bùn chảy qua các tỉnh Yên Bái, Lào Cai."
Lào Cai,Ngòi Chán,Ngòi Chán là một con sông đổ ra Suối Nhu.
Lào Cai,Ngòi Chỉ,"Ngòi Chỉ là phụ lưu của Sông Chảy, chảy qua các huyện Bảo Yên tỉnh Lào Cai và huyện Lục Yên tỉnh Yên Bái, Việt Nam"
Lào Cai,Ngòi Nhù,"Ngòi Nhù là một phụ lưu cấp 1 ở bờ phải sông Thao, chảy ở các huyện Văn Bàn, Văn Yên và Bảo Thắng tỉnh Lào Cai, Việt Nam."
Lào Cai,Ngòi Phát,"Ngòi Phát là phụ lưu cấp 1 của sông Hồng chảy ở huyện Bát Xát tỉnh Lào Cai, Việt Nam."
Lào Cai,Ngòi Thâu,Ngòi Thâu hay suối Thâu là phụ lưu của Sông Chảy. Ngòi Thâu chảy ở các huyện Quang Bình tỉnh Hà Giang và huyện Bảo Yên tỉnh Lào Cai.
Lào Cai,Sông Thao,"Sông Thao (chữ Hánː 洮江) là dòng chính của sông Hồng, bắt nguồn từ Nguy Sơn, tỉnh Vân Nam, Trung Quốc, vào Việt Nam ở tỉnh Lào Cai, chảy đến ngã ba Hạc ở Việt Trì, tỉnh Phú Thọ thì hợp lưu với sông Đà và sông Lô. Tại Việt Nam, sông chảy qua các tỉnh Lào Cai, Yên Bái và Phú Thọ. Ngữ hệ Tày Thái gọi sông này là Nậm Tao gọi theo tiếng Việt là sông Thao."
Lào Cai,Ngòi Xan,"Ngòi Xan hay suối Quang Kim là phụ lưu của sông Hồng, chảy ở huyện Bát Xát tỉnh Lào Cai, Việt Nam."
Lâm Đồng,Sông Cà Tót,"Sông Cà Tót (tên khác: Sông Choá) là một con sông đổ ra Sông Luỹ. Sông có chiều dài 70 km và diện tích lưu vực là 681 km². Sông Cà Tót chảy qua các tỉnh Lâm Đồng, Bình Thuận."
Lâm Đồng,Sông Cái Phan Thiết,"Sông Cái Phan Thiết, tên khác: Sông Quao, là một con sông đổ ra Biển Đông. Sông Cái Phan Thiết chảy qua các tỉnh Lâm Đồng, Bình Thuận."
Lâm Đồng,Sông Cam Ly,"Sông Cam Ly (còn được gọi là suối Cam Ly ) là một phụ lưu của sông Đa Dâng trên địa bàn tỉnh Lâm Đồng, Việt Nam."
Lâm Đồng,Sông Dầu,"Sông Dầu (tên khác: Suối Kyao, Suối K Lang Bah) là một con sông đổ ra Sông Than trong lưu vực Sông Cái Phan Rang. Sông Dầu chảy qua các tỉnh Ninh Thuận, Lâm Đồng."
Lâm Đồng,Sông Đa Huoai,Sông Đa Huoai hay Sông Đa Hoai là một phụ lưu cấp 1 của sông Đồng Nai. Sông có chiều dài 47 km và diện tích lưu vực là 389 km².
Lâm Đồng,Sông Đắk R'Măng,"Sông Da R' Mang (tên khác: Sông Nao M' Bôm) là một con sông đổ ra Sông Ea Krông Nô. Sông có chiều dài 85 km và diện tích lưu vực là 1.452 km². Sông Da R' Mang chảy qua các tỉnh Đắk Nông, Lâm Đồng."
Lâm Đồng,Sông Đa Guoay,"Sông Đa Guoay, tên khác: sông Da Huoai, sông Da M'Bri, là một con sông đổ ra sông Đồng Nai. Sông Đa Guoay chảy qua các tỉnh Đồng Nai, Lâm Đồng, Bình Thuận."
Lâm Đồng,Sông Đa Guy,"Sông Đa Guy (tên khác: Sông Da Guy) là một con sông đổ vào sông Đa Huoai. Sông Đa Guy chảy qua các tỉnh Đồng Nai, Lâm Đồng."
Lâm Đồng,Sông Đa N' Hong,"Sông Đa N' Hong là một con sông đổ ra Sông Da R' Mang. Sông có chiều dài 49 km và diện tích lưu vực là 185 km². Sông Đa N' Hong chảy qua các tỉnh Đắk Nông, Lâm Đồng."
Lâm Đồng,Sông Đồng Nai,"Sông Đồng Nai là con sông nội địa dài nhất Việt Nam, lớn thứ 2 Nam Bộ về lưu vực, chỉ sau sông Cửu Long. Sông Đồng Nai chảy qua các tỉnh Lâm Đồng, Đắk Nông, Bình Phước, Đồng Nai, Bình Dương, Thành phố Hồ Chí Minh với chiều dài 586 km và lưu vực 38.600 km²."
Lâm Đồng,Sông Đa Dâng,"Sông Đa Dâng (còn được viết là Đa Deung hay Đa Dung ) là dòng thượng nguồn của sông Đồng Nai trên địa bàn tỉnh Lâm Đồng, Việt Nam."
Lâm Đồng,Đa M'bri,"Đa M'bri là dòng suối, phụ lưu cấp 2 của sông Đồng Nai, chảy ở các huyện Bảo Lâm, Đạ Huoai và Bảo Lộc, tỉnh Lâm Đồng, Việt Nam."
Lâm Đồng,Sông Đa Nhim,"Sông Đa Nhim chảy qua các huyện Đơn Dương, Đức Trọng và đổ vào sông Đa Dâng gần thác Pongour."
Lâm Đồng,Sông Đa S'Răng,"Sông Đa S'Răng hay Da S' Răng là một con sông đổ ra sông La Ngà. Sông Đa S'Răng chảy qua các tỉnh Lâm Đồng và Bình Thuận, Việt Nam."
Lâm Đồng,Sông Đa Sê Pô,"Sông Đa Sê Pô hay Dac Sé Po là một con sông đổ ra sông Đa Huoai. Đa Sê Pô chảy qua các tỉnh Lâm Đồng và Bình Thuận, Việt Nam."
Lâm Đồng,Sông Ke Dun,"Sông Ke Dun (tên khác: Sông Da Ke Trou, Sông TaLi) là một con sông đổ ra Sông Cà Tót. Sông có chiều dài 31 km và diện tích lưu vực là 236 km². Sông Ke Dun chảy qua các tỉnh Lâm Đồng, Bình Thuận."
Lâm Đồng,Sông La Ngà,"Sông La Ngà là tên một con sông ở miền Nam Trung Bộ, Việt Nam, là phụ lưu cấp I của sông Đồng Nai. Sử nhà Nguyễn gọi sông này là La Nga ( tiếng Trung : 羅俄 )."
Lâm Đồng,Sông Lũy,"Sông Luỹ là một sông đổ ra Biển Đông, chảy qua các tỉnh Lâm Đồng và Bình Thuận."
Lâm Đồng,Suối M' Ghon,"Suối M' Ghon là một con suối đổ ra Suối M' Nghon. Suối có chiều dài 18 km và diện tích lưu vực là 36 km². Suối M' Ghon chảy qua các tỉnh Ninh Thuận, Lâm Đồng."
Lâm Đồng,Suối M' Nghon,"Suối M' Nghon (tên khác: Sông Gia Bô) là một con suối đổ ra Sông Than. Suối có chiều dài 19 km và diện tích lưu vực là 92 km². Suối M' Nghon chảy qua các tỉnh Ninh Thuận, Lâm Đồng."
Lâm Đồng,Sông Ông,"Sông Ông hay sông Tầm Ngân là một con sông đổ ra Sông Cái Phan Rang. Sông Ông chảy qua các tỉnh Ninh Thuận, Lâm Đồng."
Lâm Đồng,Sông Pha,Sông Pha là một con sông đổ ra Sông Cái Phan Rang. Sông Pha chảy qua các tỉnh Lâm Đồng và Ninh Thuận.
Lâm Đồng,Sông Than,"Sông Than hay Sông Ma Nới là một con sông đổ ra Sông Cái Phan Rang. Sông Than chảy qua các tỉnh Ninh Thuận, Lâm Đồng."
Lâm Đồng,Suối Thi,"Suối Thi (tên khác: sông Đang Sách, sông Da R'Sas) là một con suối đổ ra Sông La Ngà. Suối có chiều dài 35 km và diện tích lưu vực là 212 km². Suối Thi chảy qua các tỉnh Lâm Đồng, Bình Thuận."
Nam Định,Sông Đáy,"Sông Đáy, còn gọi là Hát Giang (喝江) là dòng sông chảy từ phía Tây Hà Nội, xuyên qua tỉnh Hà Nam rồi thành ranh giới giữa Ninh Bình và Nam Định trước khi đổ ra biển Đông tại cửa Đáy. Dòng sông chảy song song bên hữu ngạn hạ lưu sông Hồng và cũng là cửa sông lớn nhất của lưu vực sông Hồng."
Nam Định,Sông Hồng,"Sông Hồng (hay Hồng Hà, còn có các tên gọi khác là sông Cái, sông Cả, sông Thao, Nhị Hà, Nhĩ Hà ) là con sông có tổng chiều dài là 1.149 km bắt nguồn từ Vân Nam, Trung Quốc chảy qua miền Bắc Việt Nam và đổ ra vịnh Bắc Bộ, trên đất Việt Nam dài 556 km. Đây là dòng sông quan trọng của nền văn hóa lúa nước Việt Nam."
Nam Định,Sông Ninh Cơ,"Sông Ninh Cơ (còn gọi là Lạch Lác hay Cường Giang ) là một phân lưu ở hạ nguồn của sông Hồng chảy qua tỉnh Nam Định. Điểm bắt đầu của nó là nơi tiếp giáp hai xã Trực Chính (huyện Trực Ninh ) và Xuân Hồng (huyện Xuân Trường ). Nó chảy qua ranh giới hai huyện Trực Ninh, Xuân Trường, sau đó xuyên ngang qua huyện Trực Ninh rồi đổi hướng để tạo thành ranh giới tự nhiên giữa huyện này với huyện Nghĩa Hưng. Đoạn sau đó là ranh giới giữa hai huyện Nghĩa Hưng (phía tây) và Hải Hậu (phía đông), cuối cùng sông đổ ra cửa Lạch Giang (còn gọi là cửa Ninh Cơ) tại nơi tiếp giáp giữa xã Nghĩa Phúc (Nghĩa Hưng) và thị trấn Thịnh Long (Hải Hậu)."
